symbol,detected,score,case,strength,horizon_days,horizon_tf,dormant,hidden,spring,churn,taker,fuel,leverage,zone_price,events,zones,zones_conf,vortex_scale,vortex_dir,vortex_str,collapsing,delta_slope,buy_share,growth_x,peak_age,drop_pct,failures,rejects,error
LINKUSDT,1,58,flow_fuel,умеренный,25,недели,0.0,0.0,0.0,0.0,0.0,33.3,0.0,8.332,51,3,3,10,up,0.131,0,-0.00293,0.4971,1.23,212,51.5,,flow_dormant=цикла не было: рост до пика x1.23 < x3.0 | flow_hidden=цена растёт: наклон 0.00209 > 0.002 | flow_leverage=цена идёт: +10.0% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 1.30 > 0.95,
BTWUSDT,1,63,flow_fuel,умеренный,2,дни,0.0,0.0,0.0,0.0,0.0,37.6,0.0,0.19306666666666666,12,1,0,1,up,0.101,0,0.00116,0.5011,18.72,0,17.7,,flow_dormant=падение 17.7% < 45.0% | flow_hidden=цена растёт: наклон 0.02258 > 0.002 | flow_leverage=цена идёт: +224.9% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 2.62 > 0.95,
CAPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
UNIUSDT,1,71,flow_fuel,сильный,2,дни,0.0,0.0,0.0,0.0,0.0,46.2,0.0,3.093666666666666,69,7,3,10,up,0.38,0,-0.02051,0.4863,1.35,229,64.8,,flow_dormant=цикла не было: рост до пика x1.35 < x3.0 | flow_hidden=цена растёт: наклон 0.00557 > 0.002 | flow_leverage=цена идёт: -20.9% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 1.75 > 0.95,
1000PEPEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,49,8,3,10,up,0.168,0,-0.01663,0.4905,2.0,222,69.3,,flow_dormant=цикла не было: рост до пика x2.00 < x3.0 | flow_hidden=поток не растёт: наклон -0.01663 < 0.01 | flow_leverage=фандинг не отрицательный: 11.0% APR > -5.0% | flow_spring=нет опорной зоны под ценой,
HOMEUSDT,1,87,flow_fuel,экстремальный,2,дни,0.0,0.0,0.0,0.0,0.0,61.6,0.0,0.007253333333333334,98,12,10,10,none,0.0,0,-0.01024,0.4934,4.56,68,91.7,,flow_dormant=база не была тихой: оборот 6.03 к падению > 0.95 | flow_hidden=поток не растёт: наклон -0.01024 < 0.01 | flow_leverage=цена идёт: +52.4% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 2.31 > 0.95,
WLDUSDT,1,74,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,0.0,48.5,0.0,0.28103333333333336,83,9,6,10,up,0.228,0,-0.02869,0.4838,3.2,58,59.5,,flow_dormant=база не была тихой: оборот 1.78 к падению > 0.95 | flow_hidden=поток не растёт: наклон -0.02869 < 0.01 | flow_leverage=цена идёт: +14.2% за 14 баров > 10.0% | flow_spring=событий за 24 баров 0 < 2,
AVAAIUSDT,1,64,flow_churn,умеренный,2,дни,0.0,0.0,0.0,33.1,0.0,51.4,0.0,0.014783333333333334,106,12,5,10,up,0.308,0,-0.01551,0.49,3.75,0,22.4,,flow_dormant=падение 22.4% < 45.0% | flow_hidden=цена растёт: наклон 0.01393 > 0.002 | flow_leverage=цена идёт: +92.1% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
BEATUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,64,6,3,3,up,0.127,0,-0.00503,0.4954,89.62,63,94.7,,flow_dormant=база не была тихой: оборот 2.10 к падению > 0.95 | flow_hidden=поток не растёт: наклон -0.00503 < 0.01 | flow_leverage=цена идёт: -85.7% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 1.18 > 0.95,
GRVTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
BRUSDT,1,76,flow_fuel,сильный,7,неделя,0.0,0.0,0.0,0.0,0.0,51.4,0.0,0.10739333333333334,124,5,2,10,none,0.0,0,0.0042,0.5088,6.01,1,25.4,,flow_dormant=падение 25.4% < 45.0% | flow_hidden=поток не растёт: наклон 0.00420 < 0.01 | flow_leverage=цена идёт: +33.8% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
SUIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36,5,2,10,up,0.486,0,-0.03384,0.4839,1.53,220,67.9,,flow_dormant=цикла не было: рост до пика x1.53 < x3.0 | flow_hidden=поток не растёт: наклон -0.03384 < 0.01 | flow_leverage=фандинг не отрицательный: 3.6% APR > -5.0% | flow_spring=нет опорной зоны под ценой,
TAOUSDT,1,87,flow_taker,экстремальный,25,недели,0.0,0.0,0.0,0.0,62.0,0.0,0.0,191.77833333333336,76,9,8,10,none,0.0,0,-0.03379,0.4801,2.64,142,51.2,,flow_dormant=цикла не было: рост до пика x2.64 < x3.0 | flow_hidden=поток не растёт: наклон -0.03379 < 0.01 | flow_leverage=фандинг не отрицательный: 11.0% APR > -5.0% | flow_spring=фон шумный: rel_vol 1.18 > 0.95,
COTIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,75,11,7,10,up,0.277,0,-0.00685,0.4968,1.4,207,70.3,,flow_dormant=цикла не было: рост до пика x1.40 < x3.0 | flow_hidden=цена растёт: наклон 0.00726 > 0.002 | flow_leverage=цена идёт: -24.3% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 2.40 > 0.95,
LABUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,86,1,0,3,down,0.408,0,-0.02787,0.4827,249.59,73,99.7,,flow_dormant=база не была тихой: оборот 6.74 к падению > 0.95 | flow_hidden=поток не растёт: наклон -0.02787 < 0.01 | flow_leverage=цена идёт: -33.2% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 2.41 > 0.95,
USUSDT,1,76,flow_fuel,сильный,2,дни,0.0,0.0,0.0,0.0,0.0,50.8,0.0,0.006506,64,3,2,3,down,0.15,0,0.0198,0.512,23.39,18,77.9,,flow_dormant=база не была тихой: оборот 9.59 к падению > 0.95 | flow_hidden=цена растёт: наклон 0.02237 > 0.002 | flow_leverage=цена идёт: -73.9% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 2.23 > 0.95,
PROMUSDT,1,85,flow_fuel,экстремальный,2,дни,0.0,0.0,0.0,0.0,0.0,60.5,0.0,2.3333333333333335,134,12,7,10,up,1.0,0,-0.00722,0.4966,1.37,230,91.0,,flow_dormant=цикла не было: рост до пика x1.37 < x3.0 | flow_hidden=цена растёт: наклон 0.01501 > 0.002 | flow_leverage=цена идёт: +24.6% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 7.12 > 0.95,
XMRUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,103,9,8,10,up,0.412,0,0.00606,0.5037,1.96,212,65.6,,flow_dormant=цикла не было: рост до пика x1.96 < x3.0 | flow_hidden=цена растёт: наклон 0.00378 > 0.002 | flow_leverage=фандинг не отрицательный: 11.0% APR > -5.0% | flow_spring=фон шумный: rel_vol 2.21 > 0.95,
BCHUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58,6,4,10,none,0.0,0,-0.01705,0.4911,1.27,221,73.0,,flow_dormant=цикла не было: рост до пика x1.27 < x3.0 | flow_hidden=поток не растёт: наклон -0.01705 < 0.01 | flow_leverage=фандинг не отрицательный: -0.9% APR > -5.0% | flow_spring=фон шумный: rel_vol 1.49 > 0.95,
KAITOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,121,10,7,10,up,0.493,0,-0.01284,0.4941,5.19,16,71.3,,flow_dormant=база не была тихой: оборот 5.26 к падению > 0.95 | flow_hidden=цена растёт: наклон 0.01030 > 0.002 | flow_leverage=цена идёт: -66.4% за 14 баров > 10.0% | flow_spring=диапазон широк: 243.1% > 35%,
ENAUSDT,1,62,flow_taker,умеренный,25,недели,0.0,0.0,0.0,0.0,36.5,0.0,0.0,0.08366,62,3,2,10,up,0.306,0,-0.01271,0.4912,1.38,220,73.5,,flow_dormant=цикла не было: рост до пика x1.38 < x3.0 | flow_hidden=поток не растёт: наклон -0.01271 < 0.01 | flow_leverage=фандинг не отрицательный: 8.9% APR > -5.0% | flow_spring=нет опорной зоны под ценой,
BANKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,133,9,6,10,none,0.0,0,0.00558,0.5042,30.26,18,95.1,,flow_dormant=база не была тихой: оборот 6.69 к падению > 0.95 | flow_hidden=цена растёт: наклон 0.01575 > 0.002 | flow_leverage=цена идёт: -26.3% за 14 баров > 10.0% | flow_spring=диапазон широк: 1709.0% > 35%,
HEIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,145,9,5,10,none,0.0,0,0.01747,0.5059,9.97,8,78.1,,flow_dormant=база не была тихой: оборот 13.21 к падению > 0.95 | flow_hidden=цена растёт: наклон 0.00419 > 0.002 | flow_leverage=цена идёт: +55.0% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 6.78 > 0.95,
AAVEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60,5,1,10,up,0.403,0,-0.0169,0.4894,1.11,238,69.2,,flow_dormant=цикла не было: рост до пика x1.11 < x3.0 | flow_hidden=цена растёт: наклон 0.00256 > 0.002 | flow_leverage=фандинг не отрицательный: 3.4% APR > -5.0% | flow_spring=нет опорной зоны под ценой,
CROSSUSDT,1,85,flow_fuel,экстремальный,2,дни,0.0,0.0,0.0,0.0,0.0,60.5,0.0,0.13935,87,14,10,10,none,0.0,0,-0.0085,0.4954,1.42,226,63.0,,flow_dormant=цикла не было: рост до пика x1.42 < x3.0 | flow_hidden=цена растёт: наклон 0.00277 > 0.002 | flow_leverage=цена идёт: +53.6% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
2ZUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36,5,2,3,down,0.107,0,-0.00262,0.499,1.53,202,69.1,,flow_dormant=цикла не было: рост до пика x1.53 < x3.0 | flow_hidden=поток не растёт: наклон -0.00262 < 0.01 | flow_leverage=фандинг не отрицательный: 11.0% APR > -5.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
AVNTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,47,9,5,3,none,0.0,0,-0.01627,0.4879,1.97,228,82.3,,flow_dormant=цикла не было: рост до пика x1.97 < x3.0 | flow_hidden=поток не растёт: наклон -0.01627 < 0.01 | flow_leverage=цена идёт: +28.5% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
AVAXUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,54,4,3,10,down,0.246,0,-0.02312,0.4887,1.33,212,62.0,,flow_dormant=цикла не было: рост до пика x1.33 < x3.0 | flow_hidden=поток не растёт: наклон -0.02312 < 0.01 | flow_leverage=фандинг не отрицательный: 4.5% APR > -5.0% | flow_spring=нет опорной зоны под ценой,
ETHFIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,69,6,5,10,up,0.371,0,-0.0182,0.4917,1.27,220,68.1,,flow_dormant=цикла не было: рост до пика x1.27 < x3.0 | flow_hidden=цена растёт: наклон 0.00263 > 0.002 | flow_leverage=фандинг не отрицательный: 11.0% APR > -5.0% | flow_spring=фон шумный: rel_vol 2.43 > 0.95,
ONDOUSDT,1,77,flow_spring,сильный,25,недели,0.0,0.0,51.6,0.0,0.0,0.0,0.0,0.30813333333333337,73,7,5,10,up,0.368,0,-0.02804,0.4889,2.42,97,39.9,,flow_dormant=цикла не было: рост до пика x2.42 < x3.0 | flow_hidden=цена растёт: наклон 0.00217 > 0.002 | flow_leverage=цена идёт: -13.6% за 14 баров > 10.0%,
BICOUSDT,1,94,flow_fuel,экстремальный,7,неделя,0.0,0.0,0.0,0.0,0.0,68.5,0.0,0.020326666666666666,124,11,9,10,up,0.177,0,0.01187,0.5054,8.12,5,73.3,,flow_dormant=база не была тихой: оборот 4.54 к падению > 0.95 | flow_hidden=цена растёт: наклон 0.00447 > 0.002 | flow_leverage=цена идёт: +111.9% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
LITUSDT,1,85,flow_fuel,экстремальный,7,неделя,0.0,0.0,0.0,0.0,0.0,60.5,0.0,2.0012666666666665,34,4,2,3,none,0.0,0,-0.01144,0.4966,1.31,234,82.3,,flow_dormant=цикла не было: рост до пика x1.31 < x3.0 | flow_hidden=цена растёт: наклон 0.00471 > 0.002 | flow_leverage=цена идёт: +10.3% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 1.00 > 0.95,
ACUUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26,4,1,3,none,0.0,0,-0.00966,0.4909,3.62,202,83.4,,flow_dormant=отскока не было: 24.1% < 30.0% | flow_hidden=поток не растёт: наклон -0.00966 < 0.01 | flow_leverage=цена идёт: +50.9% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
1000SHIBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,50,5,2,10,up,0.168,0,-0.02425,0.4899,1.48,221,59.9,,flow_dormant=цикла не было: рост до пика x1.48 < x3.0 | flow_hidden=поток не растёт: наклон -0.02425 < 0.01 | flow_leverage=фандинг не отрицательный: 4.6% APR > -5.0% | flow_spring=фон шумный: rel_vol 1.35 > 0.95,
HUSDT,1,79,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,0.0,54.1,0.0,0.11174333333333333,106,8,5,10,none,0.0,0,-0.02404,0.4841,11.2,74,94.7,,flow_dormant=база широка: 649.2% при падении 94.7% — доля 6.86 > 0.55 | flow_hidden=поток не растёт: наклон -0.02404 < 0.01 | flow_leverage=цена идёт: +70.8% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 7.36 > 0.95,
TRXUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57,6,4,10,none,0.0,0,0.01175,0.5064,1.42,80,18.2,,flow_dormant=цикла не было: рост до пика x1.42 < x3.0 | flow_hidden=набор комкОм: однородность 0.05 < 0.35 | flow_leverage=фандинг не отрицательный: -2.2% APR > -5.0% | flow_spring=событий за 24 баров 1 < 2,
ALLOUSDT,1,73,flow_fuel,сильный,7,неделя,0.0,0.0,0.0,0.0,0.0,47.8,0.0,0.09043666666666667,64,4,3,3,down,0.091,0,-0.00983,0.4955,12.39,67,60.0,,flow_dormant=база не была тихой: оборот 9.46 к падению > 0.95 | flow_hidden=поток не растёт: наклон -0.00983 < 0.01 | flow_leverage=фандинг не отрицательный: 4.2% APR > -5.0% | flow_spring=фон шумный: rel_vol 1.06 > 0.95,
MMTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,65,13,6,3,down,0.147,0,-0.01238,0.4943,4.71,14,70.4,,flow_dormant=база не была тихой: оборот 2.94 к падению > 0.95 | flow_hidden=цена растёт: наклон 0.00319 > 0.002 | flow_leverage=позицию не набирают: OI -0.018 < 0.15 | flow_spring=фон шумный: rel_vol 2.02 > 0.95,
BLESSUSDT,1,85,flow_fuel,экстремальный,2,дни,0.0,0.0,0.0,0.0,31.0,60.5,0.0,0.007410666666666667,84,6,2,3,none,0.0,0,0.01355,0.5035,9.27,122,89.6,,flow_dormant=база не была тихой: оборот 2.27 к падению > 0.95 | flow_hidden=цена растёт: наклон 0.01203 > 0.002 | flow_leverage=фандинг не отрицательный: 13.7% APR > -5.0% | flow_spring=фон шумный: rel_vol 3.04 > 0.95,
DOSUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
SCRTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,126,15,13,10,up,0.182,0,-0.02123,0.4807,2.24,203,87.1,,flow_dormant=цикла не было: рост до пика x2.24 < x3.0 | flow_hidden=поток не растёт: наклон -0.02123 < 0.01 | flow_leverage=фандинг не отрицательный: 11.0% APR > -5.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
INJUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,66,7,5,10,up,0.346,0,-0.03727,0.4829,2.79,74,45.3,,flow_dormant=цикла не было: рост до пика x2.79 < x3.0 | flow_hidden=поток не растёт: наклон -0.03727 < 0.01 | flow_leverage=цена идёт: -12.2% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 1.29 > 0.95,
ATOMUSDT,1,65,flow_fuel,умеренный,25,недели,0.0,0.0,0.0,0.0,0.0,39.6,0.0,1.3296666666666666,57,7,5,10,none,0.0,0,-0.02229,0.4888,1.48,212,55.2,,flow_dormant=цикла не было: рост до пика x1.48 < x3.0 | flow_hidden=поток не растёт: наклон -0.02229 < 0.01 | flow_leverage=цена идёт: +23.8% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 2.73 > 0.95,
COHRUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7,1,0,1,up,0.156,0,-0.0552,0.4633,1.36,72,55.7,,flow_dormant=цикла не было: рост до пика x1.36 < x3.0 | flow_hidden=поток не растёт: наклон -0.05520 < 0.01 | flow_leverage=цена идёт: +24.1% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 8.29 > 0.95,
DOTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,59,5,1,10,none,0.0,0,-0.03132,0.483,1.42,213,68.3,,flow_dormant=цикла не было: рост до пика x1.42 < x3.0 | flow_hidden=поток не растёт: наклон -0.03132 < 0.01 | flow_leverage=фандинг не отрицательный: 3.8% APR > -5.0% | flow_spring=нет опорной зоны под ценой,
FILUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,65,12,9,10,up,0.266,0,-0.04513,0.4755,1.46,221,61.3,,flow_dormant=цикла не было: рост до пика x1.46 < x3.0 | flow_hidden=поток не растёт: наклон -0.04513 < 0.01 | flow_leverage=фандинг не отрицательный: 7.6% APR > -5.0% | flow_spring=нет опорной зоны под ценой,
AMATUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,0,0,1,up,0.093,0,-0.03595,0.4701,1.61,45,42.0,,"flow_dormant=цикла не было: рост до пика x1.61 < x3.0 | flow_hidden=поток не растёт: наклон -0.03595 < 0.01 | flow_leverage=нет живых зон, сеть не запрашивалась | flow_spring=нет живых зон",
TRUMPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,74,14,7,10,up,0.152,0,-0.02821,0.4846,1.24,212,76.4,,flow_dormant=цикла не было: рост до пика x1.24 < x3.0 | flow_hidden=поток не растёт: наклон -0.02821 < 0.01 | flow_leverage=фандинг не отрицательный: 6.9% APR > -5.0% | flow_spring=нет опорной зоны под ценой,
STORJUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,99,17,14,10,none,0.0,0,-0.03362,0.4822,1.54,229,76.8,,flow_dormant=цикла не было: рост до пика x1.54 < x3.0 | flow_hidden=поток не растёт: наклон -0.03362 < 0.01 | flow_leverage=позицию не набирают: OI 0.033 < 0.15 | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
1000BONKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,70,9,6,10,down,0.12,0,-0.03395,0.4803,1.81,220,83.5,,flow_dormant=цикла не было: рост до пика x1.81 < x3.0 | flow_hidden=поток не растёт: наклон -0.03395 < 0.01 | flow_leverage=цена идёт: -14.4% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 1.06 > 0.95,
ALICEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,87,14,13,10,none,0.0,0,-0.01994,0.49,2.71,118,64.9,,flow_dormant=цикла не было: рост до пика x2.71 < x3.0 | flow_hidden=поток не растёт: наклон -0.01994 < 0.01 | flow_leverage=цена идёт: +32.9% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
ROBOUSDT,1,58,flow_churn,умеренный,2,дни,0.0,0.0,0.0,33.4,0.0,0.0,0.0,0.01491,17,3,1,3,none,0.0,0,-0.02937,0.4848,1.89,165,83.4,,flow_dormant=цикла не было: рост до пика x1.89 < x3.0 | flow_hidden=поток не растёт: наклон -0.02937 < 0.01 | flow_leverage=цена идёт: +33.4% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 6.14 > 0.95,
XLMUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,78,7,7,10,up,0.204,0,-0.04011,0.4792,2.19,76,47.1,,flow_dormant=цикла не было: рост до пика x2.19 < x3.0 | flow_hidden=поток не растёт: наклон -0.04011 < 0.01 | flow_leverage=фандинг не отрицательный: 1.2% APR > -5.0% | flow_spring=событий за 24 баров 0 < 2,
HBARUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,60,7,6,10,none,0.0,0,-0.01402,0.4901,1.31,220,52.0,,flow_dormant=цикла не было: рост до пика x1.31 < x3.0 | flow_hidden=поток не растёт: наклон -0.01402 < 0.01 | flow_leverage=фандинг не отрицательный: 2.7% APR > -5.0% | flow_spring=фон шумный: rel_vol 1.25 > 0.95,
GPSUSDT,1,61,flow_taker,умеренный,25,недели,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.008713333333333335,130,12,10,10,down,0.239,0,-0.01193,0.4957,3.84,185,63.8,,flow_dormant=база широка: 47.1% при падении 63.8% — доля 0.74 > 0.55 | flow_hidden=поток не растёт: наклон -0.01193 < 0.01 | flow_leverage=фандинг не отрицательный: 11.0% APR > -5.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
ONEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,64,13,6,10,none,0.0,0,-0.01961,0.4845,1.48,221,87.9,,flow_dormant=цикла не было: рост до пика x1.48 < x3.0 | flow_hidden=поток не растёт: наклон -0.01961 < 0.01 | flow_leverage=цена идёт: -46.2% за 14 баров > 10.0% | flow_spring=фон шумный: rel_vol 10.00 > 0.95,
WLFIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,31,4,2,10,up,0.131,0,0.00337,0.5019,1.56,212,74.2,,flow_dormant=цикла не было: рост до пика x1.56 < x3.0 | flow_hidden=поток не растёт: наклон 0.00337 < 0.01 | flow_leverage=фандинг не отрицательный: 11.0% APR > -5.0% | flow_spring=фон шумный: rel_vol 1.51 > 0.95,
REUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,,0,,,,,,,,
