symbol,detected,score,case,strength,horizon_days,horizon_tf,hidden,spring,churn,taker,fuel,leverage,zone_price,events,zones,zones_conf,vortex_scale,vortex_spread,collapsing,growth_x,failures,error
1000XECUSDT,1,85,flow_fuel,экстремальный,2,дни,0.0,0.0,48.7,57.2,67.2,0.0,0.005762,151,4,4,5,0.0835,0,1.33,,
DASHUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,189,4,3,10,0.0229,0,2.76,,
XPLUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,52,1,1,1,0.2036,0,1.86,,
ARBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,98,0,0,3,0.1111,0,1.16,,
ICNTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,117,1,1,0,0.0,0,2.67,,
TAGUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,140,11,11,5,0.0137,0,8.82,,
HBARUSDT,1,73,flow_taker,сильный,25,недели,0.0,0.0,0.0,51.7,0.0,0.0,0.06904,88,0,0,2,0.1996,0,1.13,,
LITUSDT,1,80,flow_churn,сильный,7,неделя,0.0,0.0,63.9,0.0,0.0,0.0,1.481187912477085,52,7,6,1,0.1499,0,0.0,,
HEIUSDT,1,86,flow_fuel,экстремальный,7,неделя,0.0,0.0,49.3,0.0,69.4,0.0,0.08507764564233619,217,5,5,0,0.0,0,3.71,,
VANRYUSDT,0,26,none,,0,,0.0,0.0,26.4,0.0,0.0,0.0,,140,1,1,0,0.0,0,1.67,,
RIFUSDT,1,79,flow_churn,сильный,5,неделя,0.0,0.0,55.8,0.0,59.0,0.0,0.032894818697177725,206,14,14,0,0.0,0,5.19,,
1000BONKUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,106,1,1,1,0.1007,0,1.81,,
APTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,104,0,0,1,0.3191,0,1.42,,
WIFUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,69,0,0,1,0.2348,0,1.93,,
ETCUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,90,1,1,1,0.2479,0,1.12,,
EVAAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,118,2,2,1,0.0665,0,14.03,,
REUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,0,,,
TIAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,102,0,0,10,0.0037,0,1.22,,
SOONUSDT,1,83,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,69.4,0.0,0.15673263418028888,163,9,8,0,0.0,0,1.27,,
ALLOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,102,8,7,3,0.1295,0,12.39,,
FETUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,118,0,0,0,0.0,0,1.64,,
ENSOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,86,3,3,0,0.0,0,5.95,,
OPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,84,0,0,0,0.0,0,1.51,,
ESPORTSUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,180,1,1,0,0.0,0,3.24,,
ESPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,37,4,4,1,0.0858,0,3.77,,
CFXUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,146,1,1,3,0.162,0,1.31,,
LDOUSDT,1,75,flow_churn,сильный,2,дни,0.0,0.0,54.4,0.0,0.0,0.0,0.3084107003611807,110,3,3,1,0.1733,0,1.39,,
UBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,131,9,9,0,0.0,0,13.73,,
BROCCOLI714USDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,144,2,1,1,0.3199,0,8.41,,
WLFIUSDT,0,44,none,,0,,0.0,0.0,0.0,44.2,0.0,0.0,,42,1,0,3,0.1655,0,1.56,,
ERAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,112,3,3,0,0.0,0,1.6,,
MIRAUSDT,0,30,none,,0,,0.0,0.0,30.4,0.0,0.0,0.0,,104,1,1,3,0.1464,0,1.71,,
ICPUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,156,0,0,2,0.2329,0,1.81,,
TUTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,149,8,7,0,0.0,0,1.85,,
VVVUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,204,16,15,1,0.0425,0,21.13,,
LAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,156,1,1,2,0.1769,0,0.0,,
ASTERUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,46,2,2,3,0.3392,0,0.0,,
DIAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,156,4,3,3,0.0564,0,1.13,,
4USDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,72,4,4,3,0.0876,0,2.15,,
MUBARAKUSDT,1,73,flow_taker,сильный,25,недели,0.0,0.0,0.0,51.7,0.0,0.0,0.012034491028996343,112,2,2,3,0.183,0,1.84,,
NEIROUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,76,0,0,2,0.1322,0,1.6,,
VIRTUALUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,107,1,1,3,0.0828,0,1.91,,
ROBOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,12,2,1,1,0.0395,0,1.89,,
SLXUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,4,0,0,0,0.0,0,5.0,,
ELSAUSDT,1,87,flow_churn,экстремальный,2,дни,0.0,0.0,77.0,28.2,0.0,0.0,0.045399150519454486,50,2,2,1,0.1881,0,0.0,,
MYXUSDT,1,75,flow_taker,сильный,25,недели,0.0,0.0,0.0,54.0,0.0,0.0,0.07408,124,0,0,2,0.1732,0,2.8,,
JTOUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,167,8,8,5,0.0433,0,4.24,,
BOMEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,110,7,5,10,0.0971,0,2.67,,
BIRBUSDT,0,29,none,,0,,0.0,0.0,29.2,0.0,0.0,0.0,,41,1,1,0,0.0,0,1.99,,
CRVUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,65,0,0,1,0.1799,0,1.38,,
GWEIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,54,0,0,0,0.0,0,10.96,,
ATOMUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,85,0,0,0,0.0,0,1.48,,
AEROUSDT,1,85,flow_churn,экстремальный,2,дни,0.0,0.0,71.8,0.0,0.0,0.0,0.3245123243231567,146,2,2,1,0.2464,0,0.0,,
SAHARAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,126,0,0,0,0.0,0,3.67,,
SEIUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,98,0,0,0,0.0,0,1.23,,
RENDERUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,109,0,0,1,0.2839,0,2.3,,
ZENUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,165,0,0,3,0.2225,0,2.0,,
ROSEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,135,0,0,1,0.0198,0,2.31,,
PEOPLEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,99,5,3,5,0.0276,0,1.56,,
PENDLEUSDT,1,78,flow_fuel,сильный,25,недели,0.0,24.5,0.0,0.0,60.8,0.0,1.2330671355577154,96,2,1,5,0.2598,0,0.0,,
ETHFIUSDT,1,83,flow_churn,сильный,2,дни,0.0,0.0,69.4,0.0,0.0,0.0,0.3866549176906691,105,4,4,2,0.0482,0,1.22,,
ACEUSDT,1,77,flow_taker,сильный,25,недели,0.0,0.0,37.4,51.7,0.0,0.0,0.06301,187,1,1,3,0.1187,0,1.67,,
CAKEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,107,0,0,3,0.1147,0,1.1,,
TSTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,174,5,4,1,0.1665,0,4.6,,
FLOWUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,129,4,2,2,0.0808,0,0.0,,
EDGEUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,19,0,0,0,0.0,0,4.55,,
GALAUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,81,0,0,0,0.0,0,1.45,,
PROMUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,205,6,5,10,0.1845,0,1.12,,
PNUTUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,72,0,0,3,0.1244,0,1.6,,
SANDUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,104,0,0,0,0.0,0,1.66,,
APRUSDT,1,71,flow_fuel,сильный,12,недели,0.0,0.0,0.0,0.0,47.2,0.0,0.19804456227882442,91,9,8,5,0.121,0,5.77,,
BSBUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,22,0,0,0,0.0,0,22.24,,
XNYUSDT,1,71,flow_fuel,сильный,25,недели,0.0,0.0,0.0,0.0,47.2,0.0,0.005851801645032132,95,5,4,2,0.2119,0,5.21,,
ARXUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,,,0,,,
ZROUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,131,0,0,1,0.1406,0,2.15,,
OGNUSDT,0,27,none,,0,,0.0,0.0,27.1,0.0,0.0,0.0,,155,1,1,3,0.0872,0,1.12,,
POLUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,95,0,0,3,0.2073,0,1.89,,
CHZUSDT,0,0,none,,0,,0.0,0.0,0.0,0.0,0.0,0.0,,142,0,0,0,0.0,0,2.29,,
PIEVERSEUSDT,1,74,flow_fuel,сильный,12,недели,0.0,0.0,0.0,46.7,47.2,0.0,0.6729301885436273,67,3,3,1,0.0791,0,5.22,,
FOLKSUSDT,1,81,flow_fuel,сильный,12,недели,0.0,43.1,0.0,0.0,59.0,0.0,1.8709768071038697,84,7,6,2,0.0862,0,4.94,,
